Timestamp,Ax,Ay,Az,P,Value,Type
0.0,8.037864,-1.7605941999999999,5.415414299999999,1010.9565,0,0
0.04,7.435570200000001,-2.6519396,4.2223406,1010.9639,0,0
0.08,7.6123850000000015,-1.5270312,3.9856173999999998,1010.9716,0,0
0.12,8.357996,-2.6233385,3.441157,1011.0015,0,0
0.16,8.596910000000001,-1.9560183,4.165514,1010.9819,0,0
0.2,10.795583,-2.3850076000000002,6.1776333,1011.0018,0,0
0.24,11.914038,-1.9083514,5.8651605,1010.9995,0,0
0.28,8.3243475,-2.1657443,2.120241,1010.9772,0,0
0.32,7.8033295,-2.2324755,1.8219718,1010.99005,0,0
0.36,10.0689,-2.1752756,3.687322,1010.9653300000001,0,0
0.4,9.385349,-1.426925,2.9156103,1010.9656,0,0
0.44,8.969469,-2.6376294999999996,3.09078,1010.9830300000001,0,0
0.48,8.969469,-2.6376294999999996,3.09078,1010.9778,0,0
0.52,10.159602,-2.3897676,3.5689513999999996,1010.9557,0,0
0.56,8.935934,-2.3802333,2.6646767000000002,1010.9579,0,0
0.6,8.629971000000001,-2.4660301,2.9582045,1010.9664,0,0
0.64,8.936866,-2.6519501,3.4885485000000003,1010.9614,0,0
0.68,9.147179,-2.3278244,2.5890117000000004,1010.9585,0,0
0.72,8.903412,-2.5327864,2.8209977000000004,1010.9507,0,0
0.76,8.717001,-2.6710165,2.8446697999999997,1010.95416,0,0
0.8,9.113728,-3.2334702,2.7310445,1010.9695,0,0
0.84,9.35272,-2.7472816000000004,2.196057,1010.9691,0,0
0.88,10.1509495,-2.1133296,3.1287347999999997,1010.9722,0,0
0.92,8.96556,-2.66625,2.2291982000000004,1010.9949,0,0
0.96,9.089838,-2.995143,2.328621,1010.9625,0,0
1.0,9.663416999999999,-2.7901807,2.6363573,1010.9804,0,0
1.04,9.5391445,-0.99318904,2.1013699,1010.9779699999999,0,0
1.08,8.831737,-4.4108105,1.234974,1010.96,0,0
1.12,9.51525,-1.7987372,2.1865897000000003,1010.99365,0,0
1.16,9.443557,-2.4183896000000003,3.3654568,1010.9992,0,0
1.2,9.429221,-2.385024,2.8872821,1010.9463,0,0
1.24,9.668214,-1.6652738999999999,2.9582984,1010.9739,0,0
1.28,9.414885,-2.060898,3.2802382000000003,1010.9638,0,0
1.32,9.166338,-2.1085637000000004,2.797329,1010.9886,0,0
1.36,8.458929,-2.3039925,3.261301,1010.98694,0,0
1.4,8.807857499999997,-2.8283139999999998,4.0803533,1010.9868,0,0
1.44,9.658666,-2.3373587000000002,3.1429412,1011.0049,0,0
1.48,8.731387,-2.6853175,3.9430559,1010.9700300000001,0,0
1.52,8.640573,-2.1705291,2.7405174,1010.9621,0,0
1.56,9.405342999999998,-1.8130375,2.9062219,1010.9828,0,0
1.6,9.395785,-1.9465013,3.540632,1010.9730000000001,0,0
1.64,8.998187,-2.342104,3.2091439,1010.9760000000001,0,0
1.68,9.213245,-2.752027,4.0660680000000005,1010.9787,0,0
1.72,9.060259,-2.432667,3.5358117,1010.9535,0,0
1.76,9.227518,-2.3182688,3.3653699999999995,1010.9513,0,0
1.8,8.87856,-2.5327627999999995,3.1286468999999997,1010.95886,0,0
1.84,9.217894,-2.2038696,3.1286438,1010.9545,0,0
1.88,9.131824,-2.4469632999999997,3.0765622,1010.9591,0,0
1.92,8.797203999999997,-2.3849974,3.0008087000000003,1010.9843,0,0
1.96,9.275152,-2.3563972,3.0670874,1010.9624,0,0
2.0,8.954856,-2.8378181000000002,3.4411008,1010.97687,0,0
2.04,8.811444999999997,-2.8473507999999996,3.3180047999999998,1010.98474,0,0
2.08,8.663238,-2.5947225,3.3653459999999997,1010.99786,0,0
2.12,8.266481,-2.9522135,3.2943267999999994,1010.9909,0,0
2.16,8.988199,-2.9522126,2.8966336,1010.9583,0,0
2.2,8.978589999999997,-2.7663157000000003,3.478961,1010.9804,0,0
2.24,8.796941,-3.0237092999999997,3.3369273999999995,1010.9580000000001,0,0
2.28,9.303567,-2.9283773999999996,3.9334593,1010.9989,0,0
2.32,8.553105,-3.4002657,3.4884224,1010.99615,0,0
2.36,8.811181,-3.1238048,3.6635922999999995,1010.9812,0,0
2.4,8.567378999999999,-3.1810023999999997,3.0102415000000002,1010.98456,0,0
2.44,8.285337,-3.2096012000000003,2.9770977000000003,1010.9747,0,0
2.48,8.366561,-3.7243885999999997,2.7309055,1010.96686,0,0
2.52,8.906646,-4.0342135,3.2374837000000003,1011.0028699999999,0,0
2.56,9.322455,-4.3392725,3.8340156000000003,1010.9974,0,0
2.6,9.480172,-4.1343102,4.179626,1010.9755,0,0
2.64,9.274338,-2.723402,3.5877974000000004,1010.9830300000001,0,0
2.68,9.083122999999999,-2.3992758,3.3416064,1010.9680000000001,0,0
2.72,9.154778,-2.8330312,3.4315562000000006,1010.9805,0,0
2.76,7.749472,-2.9569607,2.4609992999999997,1010.9906,0,0
2.8,8.012297,-3.605210500000001,3.393671,1010.971,0,0
2.84,8.499815,-3.6671755,3.9286567999999997,1010.9686,0,0
2.88,8.8008995,-3.5766098,3.6067133,1010.9639,0,0
2.92,9.297935,-3.3573468,3.6824582,1010.9938,0,0
2.96,8.791211,-2.8568566000000004,3.0575104,1010.9886,0,0
3.0,8.77207,-2.6566607999999996,2.8728669,1010.9519,0,0
3.04,8.685989999999999,-2.5279627000000002,2.550923,1010.9772,0,0
3.08,8.972736,-2.7186239,2.8823277999999997,1010.9672,0,0
3.12,9.130425,-3.0570482999999995,3.4504523000000002,1010.98456,0,0
3.16,8.963068,-3.1905105,3.6019473,1010.9726,0,0
3.2,9.077763000000001,-3.0999453,3.549867,1010.9953,0,0
3.24,8.910447,-3.0093799999999997,3.3699574,1010.9652,0,0
3.28,8.72875,-2.7281516,3.1711068,1010.9691,0,0
3.32,8.962938000000003,-2.5327222000000003,3.3226056000000006,1010.9783,0,0
3.36,9.029813,-2.4421566,3.208976,1010.98816,0,0
3.4,8.996311,-2.4850547,3.2184407999999998,1010.9382,0,0
3.44,9.206558,-2.4850529999999997,3.4409517999999997,1010.9713,0,0
3.48,9.244775,-2.523185,3.4551535,1010.9683,0,0
3.52,9.134796000000001,-2.6757134999999996,3.194757,1010.9566699999999,0,0
3.56,9.120415,-2.8091762000000005,3.1095338,1010.95465,0,0
3.6,9.000854499999997,-2.7901084,2.8444011000000002,1010.95465,0,0
3.64,9.150558,-2.685282,2.8966196,1010.9621,0,0
3.68,8.959386,-2.666216,3.0575912,1010.9806,0,0
3.72,8.897258,-2.7186482000000005,3.1617490000000004,1011.0004,0,0
3.76,8.964193,-2.6185509999999996,3.5168312000000004,1010.9831,0,0
3.8,8.887744999999997,-2.5184542999999997,3.4174113,1010.9678,0,0
3.84,8.868636,-2.56612,3.4647562999999995,1010.9730000000001,0,0
3.88,8.949921,-2.7949154,3.4410865,1010.9631,0,0
3.92,8.983389,-2.74725,3.2990553,1010.9706,0,0
3.96,9.160279,-2.3420937000000004,3.2943244,1010.9507,0,0
4.0,9.059914,-2.351627,3.1428244,1010.97614,0,0
4.04,8.973896,-2.4231257,3.1002164,1010.95105,0,0
4.08,8.945236,-2.5661228,3.351142,1010.93854,0,0
4.12,8.897457000000003,-2.7377195,3.37955,1010.9965,0,0
4.16,9.146025999999999,-2.7281869999999997,3.3274733999999997,1010.9691,0,0
4.2,9.198623,-2.5518245999999998,3.1570365000000002,1010.98175,0,0
4.24,9.256,-2.5470585999999997,3.0670843,1010.9616,0,0
4.28,9.131734,-2.5279927000000004,2.9392563999999997,1010.9317599999999,0,0
4.32,9.060065,-2.651924,3.067088,1010.9523300000001,0,0
4.36,9.017066,-2.813987,3.2280595,1010.9619,0,0
4.4,8.864132000000003,-2.9236183,3.1996546,1010.9499,0,0
4.44,8.907159,-2.9188522999999997,3.1712493999999998,1010.9498,0,0
4.48,9.002784,-2.8473547000000003,3.1049702,1010.9549,0,0
4.52,8.892858,-2.799689,2.9629388,1010.9403,0,0
4.56,9.203564,-2.709125,2.9297998,1010.9498,0,0
4.6,9.189243,-2.694826,2.9108639,1010.9452,0,0
4.64,9.211837,-2.6232955000000002,2.953354,1010.9532,0,0
4.68,9.221345,-2.7376914,3.1663976000000003,1010.9632,0,0
4.72,9.111392,-2.847322,3.3178966,1010.9607,0,0
4.76,8.910606,-2.728157,3.3652379999999997,1010.9433,0,0
4.8,9.063526,-2.656658,3.147452,1010.9483,0,0
4.84,9.04917,-2.6757237999999997,3.014887,1010.93585,0,0
4.88,9.077781,-2.6757221,2.9817400000000003,1010.96625,0,0
4.92,9.077764,-2.6852548,3.0432857999999996,1010.92615,0,0
4.96,8.934318,-2.5613232000000004,3.0811563,1010.92926,0,0
5.0,8.905603999999997,-2.5088902,3.1142938,1010.9599599999999,0,0
5.04,8.958166,-2.4659908,3.2137147999999995,1010.9593,0,0
5.08,8.924656,-2.7376833,3.246851,1010.9593,0,0
5.12,9.020235000000001,-2.7329164,3.2231774,1010.9524,0,0
5.16,9.28309,-2.6995492000000003,2.986454,1010.914,0,0
5.2,9.220918,-2.64235,2.763934,1010.94495,0,0
5.24,9.153966,-2.5613174,2.858619,1010.94495,0,0
5.28,9.067878,-2.6089818,3.2231634,1010.9401,0,0
5.32,9.048741999999999,-2.5756156000000003,3.294178,1010.9377,0,0
5.36,9.058268,-2.6185136000000004,3.2752369999999997,1010.96,0,0
5.4,9.125167999999999,-2.6804786,3.3557203,1010.96075,0,0
5.44,9.005637,-2.6328123,3.1000595,1010.9450699999999,0,0
5.48,9.1442175,-2.680477,2.839664,1010.96,0,0
5.52,9.015129,-2.6757095,2.7828481,1010.9508,0,0
5.56,9.029434,-2.8473048,2.86333,1010.9401,0,0
5.6,8.881209,-2.8616029999999997,3.118983,1010.92035,0,0
5.64,9.1396675,-2.7186147999999997,3.2326407,1010.9458,0,0
5.68,9.211355000000001,-2.6471162,3.2894525999999997,1010.95135,0,0
5.72,9.177877,-2.5517847999999996,3.1521529999999998,1010.944,0,0
5.76,9.153959,-2.5327182,2.958041,1010.9565,0,0
5.8,9.010536,-2.7805784,2.967507,1010.9583,0,0
5.84,8.929261,-2.8711424,3.0148493999999997,1010.9309699999999,0,0
5.88,8.953151,-2.8234767999999995,3.0621924,1010.92645,0,0
5.92,9.072626,-2.7043123,3.14741,1010.9797,0,0
5.96,9.144295,-2.6137471000000003,3.1852827,1010.9748,0,0
6.0,9.153846000000001,-2.5613146,3.1805475,1010.9472,0,0
6.04,8.037864,-1.7605941999999999,5.415414299999999,1010.9565,0,0
6.08,7.435570200000001,-2.6519396,4.2223406,1010.9639,0,0
6.12,7.6123850000000015,-1.5270312,3.9856173999999998,1010.9716,0,0
6.16,8.357996,-2.6233385,3.441157,1011.0015,0,0
6.2,8.596910000000001,-1.9560183,4.165514,1010.9819,0,0
6.24,10.795583,-2.3850076000000002,6.1776333,1011.0018,0,0
6.28,11.914038,-1.9083514,5.8651605,1010.9995,0,0
6.32,8.3243475,-2.1657443,2.120241,1010.9772,0,0
6.36,7.8033295,-2.2324755,1.8219718,1010.99005,0,0
6.4,10.0689,-2.1752756,3.687322,1010.9653300000001,0,0
6.44,9.385349,-1.426925,2.9156103,1010.9656,0,0
6.48,8.969469,-2.6376294999999996,3.09078,1010.9830300000001,0,0
6.52,8.969469,-2.6376294999999996,3.09078,1010.9778,0,0
6.56,10.159602,-2.3897676,3.5689513999999996,1010.9557,0,0
6.6,8.935934,-2.3802333,2.6646767000000002,1010.9579,0,0
6.64,8.629971000000001,-2.4660301,2.9582045,1010.9664,0,0
6.68,8.936866,-2.6519501,3.4885485000000003,1010.9614,0,0
6.72,9.147179,-2.3278244,2.5890117000000004,1010.9585,0,0
6.76,8.903412,-2.5327864,2.8209977000000004,1010.9507,0,0
6.8,8.717001,-2.6710165,2.8446697999999997,1010.95416,0,0
6.84,9.113728,-3.2334702,2.7310445,1010.9695,0,0
6.88,9.35272,-2.7472816000000004,2.196057,1010.9691,0,0
6.92,10.1509495,-2.1133296,3.1287347999999997,1010.9722,0,0
6.96,8.96556,-2.66625,2.2291982000000004,1010.9949,0,0
7.0,9.089838,-2.995143,2.328621,1010.9625,0,0
7.04,9.663416999999999,-2.7901807,2.6363573,1010.9804,0,0
7.08,9.5391445,-0.99318904,2.1013699,1010.9779699999999,0,0
7.12,8.831737,-4.4108105,1.234974,1010.96,0,0
7.16,9.51525,-1.7987372,2.1865897000000003,1010.99365,0,0
7.2,9.443557,-2.4183896000000003,3.3654568,1010.9992,0,0
7.24,9.429221,-2.385024,2.8872821,1010.9463,0,0
7.28,9.668214,-1.6652738999999999,2.9582984,1010.9739,0,0
7.32,9.414885,-2.060898,3.2802382000000003,1010.9638,0,0
7.36,9.166338,-2.1085637000000004,2.797329,1010.9886,0,0
7.4,8.458929,-2.3039925,3.261301,1010.98694,0,0
