Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Detection,Type
0,0.842081904,4.574114323,9.111969948,989.8634644,0.036829181,3.563508312,0,0,
0.04,0.60548234,4.526447773,8.541474342,989.8914795,0.104107255,10.26300478,0,0,
0.04,0.60548234,4.526447773,8.541474342,989.8912354,0.104107255,19.70934129,0,0,
0.12,0.383223057,4.864873886,7.679812908,989.9088135,0.312656618,31.54884213,0,0,
0.16,0.292407632,4.75047636,8.600655556,989.9493408,0.448393641,45.46046664,0,0,
0.16,0.292407632,4.75047636,8.600655556,989.9666138,0.448393641,61.15299996,0,0,
0.24,0.172913343,4.409667492,9.287142754,989.973877,0.603733003,78.3626773,0,0,
0.28,0.163354576,4.63846159,9.26347065,989.9539795,0.776117644,96.85087663,0,0,
0.32,8.42E-04,4.738559246,8.742686272,989.9459839,0.961442059,116.4021917,0,0,
0.36,-0.039785489,4.678977489,9.085930824,989.940918,1.158525544,136.8224728,0,0,
0.4,-0.23097685,4.264287472,9.190087318,989.9434204,1.364979728,157.9370683,0,0,
0.44,-0.039783865,4.185639381,9.414971352,989.9633179,1.579581443,179.5892191,0,0,
0.48,0.010404855,4.242837906,9.561738968,989.9152222,1.801175954,201.6382328,0,0,
0.52,-0.520152569,4.07600832,8.612490654,989.9199829,2.024845644,223.9585554,0,0,
0.56,-0.797380328,4.042642117,8.264512062,989.9607544,2.248435898,246.4383999,0,0,
0.6,-0.938383758,3.78763175,8.969939232,989.970459,2.47312089,268.9783057,0,0,
0.64,-0.916873813,3.353874922,9.706138611,989.9551392,2.699865688,291.4900827,0,0,
0.68,-1.354225039,3.034515619,9.168784142,989.9347534,2.925606421,313.8958893,0,0,
0.72,-1.71987915,3.346725702,9.107237816,989.9577026,3.150012967,336.1274822,0,0,
0.76,-1.057875633,3.804314613,9.436278343,989.9747925,3.373783437,358.1251676,0,0,
0.8,-0.522536755,3.630335569,10.16064167,989.9747925,3.598249903,379.8369808,0,0,
0.84,-0.36480242,3.535004377,9.469418526,989.9672241,3.820046277,401.2180074,0,0,
0.88,-0.540162206,3.632740498,9.239718437,989.8885498,4.038067772,422.2294961,0,0,
0.92,-0.717050314,3.692323446,8.553226471,989.9544067,4.249811907,442.8390568,0,0,
0.96,-0.485265225,3.59699297,9.765231133,989.9644775,4.459114301,463.0193158,0,0,
1,-0.325177193,3.515962362,10.02088451,989.9514771,4.666250273,482.7475481,0,0,
1.04,-0.021695048,3.470681429,9.822036743,989.9133911,4.869979111,502.0052107,0,0,
1.08,-0.076698184,3.592229366,9.145014763,989.9182739,5.067833937,520.7777681,0,0,
1.12,-0.612071633,3.227588415,8.875148773,989.9261475,5.25848331,539.0541335,0,0,
1.16,-0.533240199,3.177540302,9.029014587,989.9459229,5.442522559,556.8263401,0,0,
