Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Detection,Type
0,2.432672262,5.232100964,10.31375313,991.0233154,0.042544974,3.567683776,0,0,
0.04,1.923582554,4.769746304,9.269812584,991.0127563,0.118147958,10.27489125,0,0,
0.08,1.6200248,4.88891077,8.678009987,991.0255127,0.220854002,19.73208181,0,0,
0.12,1.455081105,4.838862896,8.616457939,991.0708008,0.346769499,31.58527457,0,0,
0.16,1.287747502,4.710166931,8.798728943,991.0559692,0.493006436,45.51284998,0,0,
0.2,1.151482701,4.564787388,8.583310127,991.06073,0.655689154,61.22322774,0,0,
0.24,1.23030901,4.793583393,8.315812111,991.0682983,0.831912414,78.45235954,0,0,
0.28,1.493157864,5.02476263,8.415230751,991.0958862,1.020319974,96.96153683,0,0,
0.32,1.622172117,4.972331524,8.805815697,991.0426025,1.219994825,116.5349374,0,0,
0.36,1.478737593,4.514743328,8.377347946,991.0200195,1.4267059,136.9781403,0,0,
0.4,1.507375717,4.48614502,8.064873695,991.0374146,1.637883005,158.1163673,0,0,
0.44,1.32092309,4.745923519,7.894432068,991.0778809,1.852082196,179.792766,0,0,
0.48,1.583771825,5.179680824,8.048295975,991.0576172,2.069605275,201.8665849,0,0,
0.52,1.884859085,5.508574009,8.609319687,991.0752563,2.291773408,224.2121623,0,0,
0.56,1.600420237,5.46805954,8.689801216,991.0598755,2.517238519,246.7173659,0,0,
0.6,1.203656077,5.060519695,8.538294792,991.0371704,2.743390251,269.2825147,0,0,
0.64,1.074561,5.189218044,8.230555534,991.0698853,2.968582148,291.8195144,0,0,
0.68,0.830750585,5.11295414,7.974895,991.0570679,3.191109162,314.2504622,0,0,
0.72,0.842117071,4.991421223,8.154747963,991.0874023,3.410799164,336.5070603,0,0,
0.76,0.842055202,4.958056927,8.450642586,991.0646362,3.628040255,358.5293973,0,0,
0.8,1.236327052,4.927075386,8.221018791,991.0748291,3.841723344,380.2654975,0,0,
0.84,1.224315763,4.636316776,8.658946037,991.0695801,4.052336555,401.67041,0,0,
0.88,1.164506197,4.73641634,8.1689291,991.0619507,4.258097304,422.7055998,0,0,
0.92,1.054508805,4.743567944,8.086071014,991.0568237,4.458540292,443.3383575,0,0,
0.96,1.429661512,5.081994534,7.977174282,991.0845947,4.654038108,463.5413484,0,0,
1,1.969717503,4.872267723,8.706267357,991.0819702,4.846635485,483.2918569,0,0,
1.04,1.902738094,4.204951286,9.421156883,991.0917358,5.037134088,502.5714854,0,0,
1.08,1.546580911,3.921343088,8.791474342,991.0639648,5.222424297,521.3655377,0,0,
1.12,1.140235662,4.181121349,7.816182137,991.0588989,5.39952013,539.6628581,0,0,
1.16,1.094765663,4.893723488,7.967677593,991.0563965,5.570455571,557.4553867,0,0,
1.2,1.297845364,5.367997646,8.509760857,991.0944214,5.737961562,574.737965,0,0,
1.24,1.288223863,4.767412663,9.809350014,991.1044922,5.904849499,591.5077704,0,0,
1.28,1.171056747,4.226409912,10.46742535,991.0765991,6.071910793,607.7640178,0,0,
1.32,1.280930281,4.314592838,9.894556999,991.0511475,6.236799576,623.5078712,0,0,
1.36,1.261749029,4.395625591,8.609161377,991.0254517,6.395137043,638.742203,0,0,
1.4,1.197159767,4.352728367,8.007885933,991.0505981,6.545115239,653.4715684,0,0,
1.44,1.405019403,4.64587307,7.974739552,991.0508423,6.687681956,667.7017206,0,0,
1.48,1.287852168,4.50049448,8.289570808,991.048645,6.823850173,681.4395317,0,0,
1.52,0.969933271,4.281234741,8.067048073,991.0682983,6.95266517,694.6929246,0,0,
1.56,0.568367958,3.978559732,8.878993034,991.0738525,7.076542838,707.4705936,0,0,
1.6,0.322146058,3.876080751,8.675408363,991.0430298,7.194752196,719.7818022,0,0,
1.64,0.804844379,4.376570225,8.760622978,991.0632324,7.308674543,731.6365989,0,0,
1.68,1.199768066,4.617267132,9.414023399,991.0910645,7.421018731,743.0455329,0,0,
1.68,1.199768066,4.617267132,9.414023399,991.0734863,7.421018731,754.0193672,0,0,
1.76,1.204477072,4.579136372,9.127585411,991.0631104,7.635918603,764.5692042,0,0,
1.76,1.204477072,4.579136372,9.127585411,991.0505981,7.635918603,774.7063728,0,0,
1.84,1.233120441,4.39800787,9.191496849,991.0732422,7.739103559,784.4424952,0,0,
1.88,1.139878988,4.262161732,8.902694702,991.0427856,7.838186469,793.7890937,0,0,
1.92,1.13267374,4.202580929,8.658869743,991.0300293,7.932407215,802.757815,0,0,
1.96,1.010753393,4.271696568,8.519202232,991.0327148,8.021605036,811.3603664,0,0,
2,0.814746022,4.21449852,8.244603157,991.0631104,8.105004888,819.6085102,0,1,
2.04,0.320001006,4.102485657,9.125199318,991.0403442,8.185555326,827.5137242,0,1,
2.08,0.33191514,4.190668106,9.196211815,991.0523682,8.263663044,835.0875101,0,1,
2.12,0.606718421,4.46712923,8.829292297,991.0450439,8.338618845,842.3411539,0,1,
2.16,0.382032275,4.574377537,8.805617332,991.0371704,8.410579642,849.2857789,0,1,
2.2,-0.103153199,4.88658762,8.197242737,991.0168457,8.478243801,855.9322809,0,1,
2.24,-0.306330234,5.518157482,7.411328793,991.0473633,8.540792495,862.2915439,0,1,
2.28,0.064069182,5.651621819,8.114384651,991.0725708,8.600913309,868.3742,0,1,
2.32,0.439248383,4.657795429,8.770096779,991.0751953,8.658856585,874.190558,0,1,
