Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Detection,Type
0,0,0,0,990.3132324,0,3.565127477,0,0,
0.04,3.069324017,4.583591938,9.0671978,990.3056641,0.038208218,10.26753987,0,0,
0.08,2.299731255,4.135536671,8.392541885,990.2831421,0.106516134,19.71784744,0,0,
0.12,1.886233807,3.966325045,8.515632629,990.3007202,0.200983036,31.56223734,0,0,
0.16,2.254234791,4.421532154,9.476712227,990.2980347,0.322241969,45.47938891,0,0,
0.2,1.914824486,4.261853695,8.967759132,990.2752075,0.464629153,61.17784874,0,0,
0.2,1.914824486,4.261853695,8.967759132,990.3081665,0.464629153,78.39387675,0,0,
0.28,1.72358799,4.052125931,8.676589966,990.2803345,0.623797948,96.88875008,0,0,
0.32,1.778511524,4.035444736,8.802047729,990.2954102,0.797635809,116.4470839,0,0,
0.36,1.725889444,3.918664932,9.32046032,990.2879639,0.985292574,136.8746545,0,0,
0.4,1.510754108,3.725620508,8.86122036,990.3027954,1.182589061,157.9967969,0,0,
0.44,1.620645285,3.952033043,8.891989708,990.3103638,1.388175877,179.6566505,0,0,
0.48,1.568023205,4.021148682,8.77362442,990.2825317,1.600034929,201.71355,0,0,
0.52,1.259681582,4.028299809,8.352258682,990.2974854,1.815162654,224.0419282,0,0,
0.56,1.23334837,4.204663754,7.826735973,990.2952271,2.031006371,246.5297948,0,0,
0.6,1.532041907,4.414392948,7.959294796,990.3002319,2.247640593,269.0776469,0,0,
0.64,1.405332923,4.292847157,8.475340843,990.3103638,2.465541123,291.5973665,0,0,
0.68,1.235605717,3.971105814,8.439828873,990.3123779,2.683074066,314.0111645,0,0,
0.72,1.445872784,3.568332911,9.386706352,990.2748413,2.902151372,336.2505452,0,0,
0.76,1.550984263,3.670814753,9.067129135,990.2897339,3.120935466,358.2558027,0,0,
0.8,1.247422457,4.36196661,7.554483891,990.2722168,3.334741268,379.974907,0,0,
0.84,0.78612709,4.755208492,7.540276527,990.3327026,3.543871639,401.3631953,0,0,
0.88,0.143740982,4.309523106,8.740492821,990.3023682,3.750987696,422.3820674,0,0,
0.92,-0.164025754,3.911502838,10.21294212,990.3145752,3.95986722,442.9988995,0,0,
0.96,-0.135346919,3.799489021,10.85682011,990.2922974,4.171589376,463.1861882,0,0,
1,-0.015851825,3.663642168,10.95387554,990.3045044,4.385230503,482.9213021,0,0,
1.04,0.227918148,3.737523794,10.32183361,990.2819214,4.597745113,502.1857465,0,0,
1.08,0.658100486,3.775655985,9.7915802,990.307251,4.806824878,520.9650466,0,0,
1.12,1.269915462,4.068799019,9.403359413,990.274292,5.011430632,539.2479491,0,0,
1.16,1.391800404,3.897203445,8.854167938,990.2893677,5.209363775,557.0264705,0,0,
1.2,1.458717704,3.73275733,8.508555412,990.2816772,5.399362327,574.2952903,0,0,
1.24,1.68814826,3.840004683,8.210288048,990.2841797,5.580998541,591.051579,0,0,
1.28,1.845881701,3.909119844,7.810231686,990.281311,5.753537274,607.2946624,0,0,
1.32,2.084871769,3.983001471,7.753418446,990.2816772,5.917544776,623.0258038,0,0,
1.36,2.211536646,3.99491787,7.706075191,990.2867432,6.073405048,638.2479792,0,0,
1.4,2.032294273,3.975851536,7.481190205,990.2838745,6.220623543,652.9656223,0,0,
1.44,1.571043015,3.81140542,7.611386776,990.2966309,6.359473544,667.1845229,0,0,
1.48,1.707267404,4.154597282,8.364156723,990.3092041,6.493445415,680.9115919,0,0,
1.52,1.82437253,4.662235737,8.880208015,990.2888794,6.625145878,694.1545879,0,0,
1.56,1.731166363,4.233245373,9.022238731,990.2687378,6.754080744,706.9221097,0,0,
1.6,1.042874813,3.339516163,9.26369381,990.2885742,6.879341256,719.2236108,0,0,
1.64,0.920989752,3.432463884,8.309711456,990.2560425,6.997791793,731.0689336,0,0,
1.68,1.231676936,4.452507019,7.791294575,990.3012085,7.109871186,742.4686965,0,0,
1.72,0.789545059,4.450123787,8.972527504,990.3291016,7.219476589,753.433824,0,0,
1.76,0.598352909,4.121231556,9.687422752,990.2860107,7.328294388,763.9752782,0,0,
1.8,0.775205731,3.882903576,10.2508173,990.2835083,7.43762417,774.1044163,0,0,
1.84,0.612692356,3.704157591,10.1466608,990.2885742,7.546400938,783.8327852,0,0,
1.88,0.676514268,3.878154516,9.363051414,990.3037109,7.651914213,793.172067,0,0,
1.92,1.098778844,4.30477953,9.429264069,990.3136597,7.755123466,802.1339656,0,0,
1.96,1.354441404,4.388195515,9.308531761,990.3110352,7.85576787,810.7301362,0,0,
2,1.55752635,4.371513844,9.128619194,990.3036499,7.953282274,818.9721769,0,1,
2.04,1.17269516,3.935375452,9.010252953,990.3036499,8.046460916,826.8716368,0,1,
2.08,0.869120836,3.477787733,8.875317574,990.3234863,8.134285211,834.4400259,0,1,
2.12,1.076985359,3.449189425,8.97236824,990.3036499,8.217424875,841.688563,0,1,
2.16,1.562078714,3.866264582,9.187779427,990.3137207,8.297627505,848.6284206,0,1,
2.2,1.239385009,3.618405104,9.017334938,990.2855225,8.373884946,855.2704439,0,1,
2.24,0.825875044,3.344329596,8.449201584,990.2956543,8.443968057,861.625426,0,1,
2.28,0.763680696,3.430128813,8.657509804,990.2930908,8.509131896,867.7038913,0,1,
2.32,0.503124595,3.465879679,8.470496178,990.2855225,8.569075229,873.5161168,0,1,
2.36,0.065715611,3.742341042,7.944971561,990.2827759,8.622809422,879.0721587,0,1,
2.4,-0.127923325,3.825757265,8.366328239,990.3461914,8.672368447,884.3820634,0,1,
2.44,0.036923051,3.83052516,10.08017826,990.3458862,8.723758939,889.4553645,0,1,
2.48,0.055985361,3.68514657,10.51573753,990.2853394,8.777876474,894.3011209,0,1,
2.52,0.120455861,3.563600779,10.81636715,990.2854614,8.835094489,898.9283744,0,1,
2.56,0.187316239,3.830529451,10.19615459,990.2702026,8.893062792,903.3458457,0,1,
2.6,0.015186429,3.832914114,9.059891701,990.272522,8.947682949,907.562059,0,1,
2.64,-0.035058409,3.580288172,9.320279121,990.333313,8.999677326,911.5854811,0,1,
2.68,0.21104461,3.554073334,9.469408035,990.2750244,9.049640487,915.4238588,0,1,
2.72,0.110611886,3.563607931,9.173502922,990.3104858,9.096640377,919.0850408,0,1,
2.76,-0.171453416,3.406312943,9.412585258,990.2750244,9.141462788,922.5763447,0,1,
2.8,-0.434399486,3.16321969,9.246874809,990.262207,9.183375977,925.9049295,0,1,
2.84,-0.685396075,3.137005091,8.768694878,990.300354,9.220967564,929.0778901,0,1,
2.88,-0.455514491,3.303823471,9.227973938,990.3381958,9.256311734,932.1020547,0,1,
2.92,-0.225602552,3.499240398,9.725131035,990.2952881,9.291435831,934.9837018,0,1,
2.96,0.018151015,3.582655668,10.39268017,990.2925415,9.328596701,937.7290365,0,1,
3,-0.034443259,3.4205935,10.13228607,990.3126221,9.366348036,940.3441148,0,1,
3.04,-0.168294221,3.122683764,10.00208855,990.2872925,9.403712688,942.8345929,0,1,
3.08,-0.110952988,3.165583372,9.557053566,990.2545166,9.439120574,945.2058907,0,1,
3.12,-0.056001693,3.248998404,9.062306404,990.2822876,9.471084353,947.463444,0,1,
3.16,0.135174036,3.346713305,9.379509926,990.289917,9.501086261,949.6123929,0,1,
3.2,-0.08471337,3.268065214,8.683550835,990.2922363,9.52679481,951.6576512,0,1,
3.24,0.044324905,3.299048424,8.598330498,990.3128052,9.548369025,953.6039996,0,1,
3.28,0.486440301,3.554059744,9.99971199,990.3224487,9.571303054,955.4559789,0,1,
3.32,0.703904986,3.320499182,9.916858673,990.2945557,9.594844857,957.2178064,0,1,
3.36,0.713448167,3.420596838,9.393706322,990.2943726,9.617186074,958.8936322,0,1,
3.36,0.713448167,3.420596838,9.393706322,990.2668457,9.617186074,960.4873351,0,1,
3.44,0.639344752,3.818604708,8.477596283,990.302063,9.635856464,962.0028636,0,1,
3.48,0.627378821,3.73519063,8.47286129,990.2768555,9.651075681,963.4437705,0,1,
3.52,1.000170588,3.637476683,9.02204895,990.2894287,9.677848813,964.8135997,0,1,
