Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Detection,Type
92.04,0.593054891,5.618236065,9.148926735,990.0760498,9.858530257,3.56427362,0,0,
0.04,0.70346725,4.799880028,9.033890724,990.083313,0.036914465,10.26513416,0,0,
0.08,0.650774002,4.680719376,9.005475044,990.1239014,0.106011603,19.7135059,0,0,
0.12,0.366260171,4.554408073,8.853962898,990.0704346,0.202552449,31.5553719,0,0,
0.16,0.368534565,4.869003773,8.172198296,990.0805664,0.321398265,45.46953518,0,0,
0.2,0.112699568,4.697410583,8.191124916,990.1256104,0.459248697,61.16485149,0,0,
0.24,0.189060986,4.790360928,8.489382744,990.1256104,0.614498272,78.37749147,0,0,
0.28,0.487683237,4.89999485,9.052765846,990.1077271,0.786563881,96.86880874,0,0,
0.32,0.368072629,4.730784893,9.109568596,990.085022,0.972746177,116.4233148,0,0,
0.36,0.145696282,4.494843006,8.830227852,990.0773926,1.169429088,136.8468307,0,0,
0.4,0.293754697,4.609243393,8.711856842,990.097229,1.37450567,157.9647505,0,0,
0.44,0.253905892,4.668806076,8.801882744,990.1149902,1.586643279,179.6202851,0,0,
0.48,0.201248348,4.723623753,8.335536003,990.1148071,1.802875025,201.6728953,0,0,
0.52,-0.006752789,4.516280651,8.269247055,990.0942383,2.021366855,223.9968983,0,0,
0.56,-0.102428526,4.351835728,8.872875214,990.1271362,2.242728692,246.4804558,0,0,
0.6,-0.253072023,4.273190022,8.657453537,990.1220703,2.46501875,269.0240368,0,0,
0.64,-0.265101194,4.339923859,8.868126869,990.1394043,2.688116238,291.5395599,0,0,
0.68,-0.382286072,4.335158825,8.714251518,990.1141968,2.910633864,313.9491444,0,0,
0.72,-0.513810396,4.275578976,8.579314232,990.1166382,3.13133013,336.184456,0,0,
0.76,-0.430243462,4.10398531,9.135598183,990.1015015,3.351152105,358.1856783,0,0,
0.8,-0.611955702,3.89664197,9.481203079,990.1239624,3.570290903,379.9009357,0,0,
0.84,-0.408893704,4.022957802,9.332062721,990.0706787,3.787682643,401.2851479,0,0,
0.88,-0.208221614,4.242220879,8.910693169,990.1312866,4.001670581,422.3000836,0,0,
0.92,-0.129434526,4.299421787,9.097695351,990.1034546,4.212572155,442.9129725,0,0,
0.96,-0.091275752,4.270823956,9.509580612,990.0957642,4.421289482,463.0963788,0,0,
1,-0.215630323,4.158812046,9.511939049,990.0981445,4.627176435,482.8276426,0,0,
1.04,-0.194200873,4.254145145,9.419611931,990.1130981,4.82965542,502.0884145,0,0,
1.08,0.09250766,4.056334972,9.620817184,990.1081543,5.028768077,520.8641032,0,0,
1.12,-0.187190533,3.103025675,10.28125954,990.1331787,5.225267887,539.1436701,0,0,
1.16,0.03260076,3.262707472,9.38881588,990.1102295,5.415866809,556.9189746,0,0,
1.2,0.417295277,3.896661758,8.363811493,990.1203613,5.598034003,574.1847582,0,0,
1.24,0.806769609,3.984844923,8.773329735,990.1276245,5.773654573,590.9381986,0,0,
1.28,1.126936913,3.868066072,9.355653763,990.1225586,5.944718334,607.1786018,0,0,
1.32,1.002582312,3.532025576,9.109457016,990.1303101,6.109826815,622.9072478,0,0,
1.36,0.866278172,3.348515272,9.092880249,990.1200562,6.268743843,638.1270451,0,0,
1.4,0.902047038,3.434314966,8.751995087,990.1222534,6.42059699,652.8424403,0,0,
1.44,0.80518651,3.350931406,8.773184776,990.1297607,6.565593182,667.0591975,0,0,
1.48,0.819399595,3.460565567,8.813415527,990.1043701,6.704289549,680.7840863,0,0,
1.52,0.900529623,3.634547472,8.763691902,990.1247559,6.837014644,694.0250241,0,0,
1.56,1.017508388,3.829980135,8.820493698,990.1522217,6.964488589,706.7907742,0,0,
1.6,1.108198166,4.001578808,9.045367241,990.109314,7.087882696,719.0905374,0,0,
1.64,1.077003002,4.073080063,8.964870453,990.1166382,7.207057127,730.9343016,0,0,
1.68,1.005179405,4.020650864,9.182641029,990.1064453,7.322682689,742.332471,0,0,
1.72,0.897507429,3.820459127,9.360169411,990.1240234,7.435026301,753.2959426,0,0,
1.76,0.897380948,3.768030167,9.241798401,990.1217041,7.543601493,763.8358385,0,0,
1.8,0.947442532,3.815698624,8.983760834,990.1290283,7.647684545,773.9635455,0,0,
1.84,0.985554457,3.860984087,8.827514648,990.0837402,7.746987461,783.6904197,0,0,
1.88,1.116872549,3.944401979,9.334084511,990.1036377,7.843543091,793.0281729,0,0,
1.92,0.806058884,3.856223583,8.716233253,990.116394,7.93505758,801.9885288,0,0,
1.92,0.806058884,3.856223583,8.716233253,990.1236572,7.93505758,810.5831853,0,0,
2,0.753354549,3.98730731,8.881924629,990.1312256,8.022507483,818.8237963,0,1,
2.04,0.676751256,3.996843576,9.149407387,990.128418,8.10692317,826.7218964,0,1,
2.08,0.545180142,3.95871377,9.151762962,990.1259155,8.188278121,834.2889117,0,1,
2.12,0.382540405,3.913434744,9.068899155,990.0929565,8.266270279,841.5360205,0,1,
2.16,0.425432205,4.099333763,8.772988319,990.1130371,8.340319741,848.4744427,0,1,
2.2,0.506562412,4.168451786,8.896071434,990.0981445,8.411139009,855.1150775,0,1,
2.24,0.29373467,3.887227774,9.307951927,990.1151733,8.479763571,861.4687422,0,1,
2.28,0.286438525,3.787133455,9.194314003,990.0926514,8.545685362,867.545886,0,1,
