Timestamp,Ax,Ay,Az,P,Value,Type
0.0,7.514469999999997,-0.5132979,4.555924,1009.90015,0,0
0.04,7.939747,-2.5486147,5.9620304000000015,1009.92053,0,0
0.08,8.517978,-0.2892636,5.4412346,1009.9204,0,0
0.12,7.4423966,-0.21776216,4.6505775,1009.9409,0,0
0.16,6.9881973,-2.0195177,4.4706593,1009.92566,0,0
0.2,8.646664999999999,-1.3235974,5.5169516,1009.9307,0,0
0.24,10.30991,-2.4008362,9.029868,1009.90796,0,0
0.28,8.029817999999999,-0.9375001,4.129748,1009.92334,0,0
0.32,7.04984,-1.1424593,3.1165743,1009.88043,0,0
0.36,8.932958,-2.2053983,5.516906,1009.91565,0,0
0.4,8.430952,-1.6858405,4.0729012,1009.9183,0,0
0.44,10.081179,-0.8707886999999999,4.4517627,1009.91064,0,0
0.48,9.335461,-1.7907325,5.0246195999999985,1009.9057,0,0
0.52,8.436782000000001,-1.743065,3.0693033,1009.91064,0,0
0.56,9.1058855,-1.4332371000000002,3.0835001,1009.9005,0,0
0.6,9.832349,-1.7049292,4.3049707,1009.9259,0,0
0.64,9.057947,-1.3998678,3.8883362,1009.91327,0,0
0.68,8.599014,-1.6334274,4.290754,1009.91833,0,0
0.72,9.526224,-1.4284636,3.9593391,1009.88544,0,0
0.76,8.761383,-1.1377019,4.1013646,1009.893,0,0
0.8,8.106486,-1.6048228999999998,3.670528,1009.9005,0,0
0.84,9.08627,-1.2377961000000002,3.9403818,1009.9135,0,0
0.88,8.493502000000001,-1.4761221000000002,3.244418,1009.8879,0,0
0.92,10.075545,-1.0137644,4.877780400000002,1009.89825,0,0
0.96,8.880526,-1.795478,4.787821299999999,1009.8957,0,0
1.0,8.316436999999999,-1.2949878,3.1023664,1009.89825,0,0
1.04,8.851703,-1.4904149,3.433768,1009.9007,0,0
1.08,9.487345,-0.68486494,3.5899966,1009.92365,0,0
1.12,8.579113000000001,-2.3388586,3.3390672,1009.8907,0,0
1.16,9.640158,-1.5762076,4.139175,1009.8881,0,0
1.2,8.808399,-1.1186165,3.736744,1009.8957,0,0
1.24,8.961286,-1.2473117,2.92242,1009.9059,0,0
1.28,9.228882,-1.2711428,3.6609805,1009.9111,0,0
1.32,9.381763,-1.3855385,3.874022,1009.9085,0,0
1.36,9.319553,-1.4904008999999998,3.5568104,1009.9136,0,0
1.4,9.281247,-1.5237651,3.4195065,1009.88824,0,0
1.44,9.348595,-1.4618103999999998,3.4242804,1009.91595,0,0
1.48,9.095217,-1.7144366999999998,3.1260083,1009.89325,0,0
1.52,9.291137,-1.6381705,3.7320073,1009.9162,0,0
1.56,9.013852,-1.8097653,3.3532498,1009.9109,0,0
1.6,9.0138035,-1.7906978,3.0028996,1009.8933,0,0
1.64,9.243182,-1.7430308999999995,3.4763353,1009.9213,0,0
1.68,8.951566,-1.8621936,3.1543913,1009.8958,0,0
1.72,9.204841,-1.8526592,3.3484967000000005,1009.9339,0,0
1.76,9.171333,-1.8764907,3.20646,1009.89343,0,0
1.8,9.242978,-1.8383572,3.097564,1009.8933,0,0
1.84,9.486696,-1.6858261000000003,3.3532174,1009.9112,0,0
1.88,9.214198,-1.6810581999999998,3.002867,1009.9085,0,0
1.92,9.376663,-1.5046945,3.0360034,1009.9086,0,0
1.96,9.2571125,-1.4379612,2.837153,1009.9113,0,0
2.0,9.381335,-1.3759948,3.1780255,1009.90607,0,0
2.04,9.362167,-1.5046905000000002,3.4810227999999994,1009.8983,0,0
2.08,9.285635,-1.6238531,3.3626578,1009.9161,0,0
2.12,9.271247,-1.495155,3.4952168,1009.9113,0,0
2.16,9.232957,-1.7859136999999998,3.5756965,1009.9263,0,0
2.2,9.242468,-1.8526442,3.547286,1009.9035,0,0
2.24,9.199401,-1.9527407,3.8976274,1009.91364,0,0
2.28,9.060731,-1.9098403,3.5709481,1009.9187,0,0
2.32,9.084581,-1.5475807,3.4241774,1009.9062,0,0
2.36,9.108425,-1.6429106,2.8039653,1009.90106,0,0
2.4,9.667614,-1.561878,3.5377934,1009.8858,0,0
2.44,9.548727,-1.9241512,3.698819,1009.9189,0,0
2.48,9.462666,-1.6572235,3.466831,1009.9033,0,0
2.52,9.610816,-1.709655,3.4052812999999995,1009.9113,0,0
2.56,8.712183999999999,-1.6286228,3.2111685000000003,1009.9088,0,0
