Timestamp,Ax,Ay,Az,P,Value,Type
0.0,3.5291004,6.0227203000000005,7.716119,1000.4984,0,0
0.04,4.7287717,7.3096914,8.241632000000001,1000.5973,0,0
0.08,3.8731232,6.9331355,7.337355599999999,1000.5163,0,0
0.12,4.0307900000000005,7.776818,8.175339,1000.48834,0,0
0.16,4.241041,7.424094,10.4762535,1000.55896,0,0
0.2,5.297314599999999,8.453672000000001,9.614587,1000.55615,0,0
0.24,5.8230333,9.602414,8.071164999999999,1000.5057400000001,0,0
0.28,6.0189379999999995,9.640547999999999,7.280514,1000.4547,0,0
0.32,7.036977,9.6596155,10.873921000000001,1000.4880400000001,0,0
0.36,6.5684960000000014,8.777804,7.5645666,1000.4192,0,0
0.4,5.564671,7.1476425999999975,5.793893,1000.36597,0,0
0.44,2.6298077,4.964561499999999,3.3746068,1000.3153,0,0
0.48,1.0954469999999998,3.2343025,2.9201,1000.3456,0,0
0.52,-3.7417898000000003,0.9558903,2.181526,1000.3760000000001,0,0
0.56,-7.0446978000000025,0.26950753,-0.89584297,1000.3710000000001,0,0
0.6,-9.13831,0.30764145,-1.0047398,1000.3885,0,0
0.64,-10.448024,-0.12611403,-2.6239102,1000.39355,0,0
0.68,-9.845853,1.0178616,-3.1210306,1000.3910000000001,0,0
0.72,-7.938775,3.3391762000000003,-4.247824700000002,1000.4264,0,0
0.76,-8.794422,3.4583418,-3.8596095999999998,1000.43396,0,0
0.8,-8.474239,3.4392774,-4.849106,1000.4136,0,0
0.84,-9.855661,3.4011464,-5.313082700000002,1000.4844400000001,0,0
0.88,-9.02404,3.110388,-3.8312197,1000.48956,0,0
0.92,-7.7411475,3.4916656,-3.3670737999999996,1000.46924,0,0
0.96,-7.4925820000000005,4.077952,-3.0451328999999996,1000.41614,0,0
1.0,-8.391167999999999,3.1580057,-3.0356627,1000.4563,0,0
1.04,-7.9800906000000005,3.7299922,-3.1114118,1000.46155,0,0
1.08,-7.9609547,3.8110230000000014,-3.8452425000000003,1000.4563,0,0
1.12,-8.395904,3.2056704,-3.6369279999999997,1000.4667400000001,0,0
1.16,-8.491480000000001,3.010241,-4.195585299999999,1000.4945,0,0
1.2,-8.185559,3.4010985000000002,-4.167178,1000.5069,0,0
1.24,-7.205679400000001,4.058882700000002,-3.5375006,1000.5195,0,0
1.28,-7.9274144,3.8014883999999998,-3.300779,1000.4789,0,0
1.32,-8.046897,3.9873837999999995,-3.9872660000000004,1000.4967,0,0
1.36,-7.535442,4.25431,-4.2145166,1000.5346699999999,0,0
1.4,-7.9034705,4.3353415,-4.441766,1000.51685,0,0
1.44,-7.8556557,4.421139,-4.129294399999999,1000.4839,0,0
1.48,-7.8747587,4.4211383,-4.1719027,1000.4712,0,0
1.52,-7.7552476,4.6261,-3.4996154,1000.4406,0,0
1.56,-7.664421000000001,4.6070337,-3.7363345999999997,1000.466,0,0
1.6,-8.027664,4.383005000000002,-3.4143927000000005,1000.4760000000001,0,0
1.64,-8.108907,4.359172,-3.859426,1000.4609,0,0
1.68,-7.9320369999999985,4.5307674,-3.4806720999999996,1000.4811,0,0
1.72,-8.204471,4.292439,-3.5185459000000003,1000.4632,0,0
1.76,-8.00848,4.340104,-3.3575741999999997,1000.4327,0,0
1.8,-7.750355,4.349637,-3.3859792,1000.4657599999999,0,0
1.84,-7.9988899999999985,4.230473,-3.2628833999999998,1000.42523,0,0
1.88,-7.774219500000001,4.4116015,-3.3149599999999997,1000.42523,0,0
1.92,-7.9319377000000015,4.349636,-3.2344737,1000.41,0,0
1.96,-8.154112,4.349692299999999,-3.4051232000000002,1000.41986,0,0
2.0,-8.111163000000001,4.468858,-3.4382703,1000.4399400000001,0,0
2.04,-8.178157,4.387828400000001,-3.4998245000000003,1000.43005,0,0
2.08,-7.924902,4.3878303,-3.2678456000000002,1000.4172,0,0
2.12,-8.259552000000001,3.9874413,-3.3483365,1000.4197,0,0
2.16,-7.9393910000000005,4.2591367,-3.405157,1000.42725,0,0
2.2,-8.29317,4.139975,-3.3720230000000004,1000.42224,0,0
2.24,-8.149847,4.4641023,-3.234732,1000.42474,0,0
2.28,-8.020866,4.4402714,-3.3530986000000005,1000.4296,0,0
2.32,-8.087859,4.244844400000002,-3.1163852000000003,1000.41455,0,0
2.36,-8.331704,4.1971807,-3.3578467000000005,1000.3813,0,0
2.4,-8.131008,4.3258790000000005,-3.1069286,1000.41205,0,0
2.44,-8.178894999999999,3.892125,-3.0122482999999995,1000.4422599999999,0,0
2.48,-8.217208,3.8349278,-2.9980521,1000.4017,0,0
2.52,-8.351111999999999,3.853996,-2.874964,1000.4142,0,0
2.56,-8.571058,3.5108053999999997,-2.6571884,1000.41437,0,0
2.6,-8.351262,3.9969964,-2.8939154,1000.4396,0,0
2.64,-8.7193775,3.8254023,-2.9270625,1000.4497,0,0
2.68,-8.752915,3.6633407999999994,-2.8039753,1000.3966,0,0
2.72,-8.953737,3.6013772000000004,-2.538855,1000.3939999999999,0,0
2.76,-8.461492999999999,3.8444736000000006,-1.9328581999999999,1000.3457599999999,0,0
2.8,-8.456787,4.0208383,-2.3494924999999998,1000.3530000000001,0,0
2.84,-8.236991,4.130470799999999,-2.9270966,1000.39124,0,0
2.88,-8.6529045,4.0971065000000015,-2.5909605,1000.4038,0,0
2.92,-8.705553,4.1257076,-3.0170633999999996,1000.4596,0,0
2.96,-8.484535000000001,4.159045,-2.6429405,1000.4697,0,0
3.0,-8.355507000000001,4.0541816,-2.6760838,1000.429,0,0
3.04,-8.699672999999999,3.84922,-2.5577254000000003,1000.45465,0,0
3.08,-8.613669,3.529862,-2.6666195,1000.4545,0,0
3.12,-8.537219,3.4726638999999997,-2.6902943,1000.5024400000001,0,0
3.16,-8.489446000000001,3.3058349999999996,-2.6050772999999996,1000.5050699999999,0,0
3.2,-8.599408,3.5441635000000002,-2.8228624,1000.45215,0,0
3.24,-8.546858,3.8063245,-2.425175,1000.45215,0,0
3.28,-8.537322999999999,3.9493222,-2.7518507999999997,1000.47974,0,0
3.32,-8.456093,3.9922216,-2.8228695,1000.472,0,0
3.36,-8.355744,3.6490302000000003,-2.6950428,1000.4441,0,0
3.4,-8.685578999999999,3.5918324,-2.8228744999999997,1000.42664,0,0
3.44,-8.695163,3.5870662,-2.8039392999999997,1000.4342,0,0
3.48,-8.556574000000001,3.7824957,-2.761332,1000.41394,0,0
3.52,-8.656972,3.6109002,-2.8796939999999998,1000.4010000000001,0,0
3.56,-8.829072,3.5966012000000003,-3.0454004,1000.43146,0,0
3.6,-8.556649,3.6728668,-2.6382444,1000.4644,0,0
3.64,-8.666611,3.486972,-2.827623,1000.4415,0,0
3.68,-8.962984,3.4345404999999998,-2.7708123,1000.4721,0,0
3.72,-8.523275,3.8015661,-2.7613467999999997,1000.4619,0,0
3.76,-8.556754,3.7491345000000003,-2.94599,1000.4419,0,0
3.8,-8.671499,3.6681037000000014,-2.6950693,1000.4593,0,0
3.84,-8.485111,3.5394072999999997,-2.8086975,1000.43396,0,0
3.88,-8.4469,3.6681051,-2.879716,1000.4593,0,0
3.92,-8.575979,3.6299732000000002,-2.7424207000000003,1000.44147,0,0
3.96,-8.503825,3.963621,-2.8938797000000003,1000.439,0,0
4.0,-8.532513,3.8539903,-2.8749428,1000.44916,0,0
4.04,-8.508622,3.7157602,-2.8891466,1000.4391,0,0
4.08,-8.45605,3.5965964999999995,-2.8276,1000.4162,0,0
4.12,-8.585114,3.7062269999999997,-2.889148,1000.439,0,0
4.16,-8.647259,3.5918307,-2.9459615,1000.4543,0,0
4.2,-8.393936,3.825392,-2.8418055,1000.44916,0,0
4.24,-8.470419999999999,3.8730574,-2.9980414,1000.439,0,0
4.28,-8.5230055,3.839692,-2.85601,1000.4010000000001,0,0
4.32,-8.389178999999999,3.7777267,-2.8702137000000003,1000.41394,0,0
4.36,-8.661635,3.5775318,-2.8654802000000004,1000.4237699999999,0,0
4.4,-8.561266999999999,3.6442637,-2.9175593999999996,1000.4162,0,0
4.44,-8.503917,3.6156639999999998,-2.8607473,1000.4466,0,0
4.48,-8.542163,3.720529,-3.1069367000000003,1000.42395,0,0
4.52,-8.54695,3.5346332,-2.8938892000000003,1000.4213,0,0
4.56,-8.5326185,3.6633303,-3.0311875,1000.4466,0,0
4.6,-8.566084,3.5870657,-3.0311882000000003,1000.4365,0,0
4.64,-8.647348,3.6156650000000004,-3.0501266,1000.4289,0,0
4.68,-8.566099000000001,3.6394982000000002,-3.1448153999999997,1000.3988,0,0
4.72,-8.49441,3.5870662,-3.1353473999999997,1000.4393,0,0
4.76,-8.67127,3.5012686,-3.0927386,1000.41394,0,0
4.8,-8.417947999999999,3.5918334,-3.1116770000000002,1000.4162,0,0
4.84,-8.484872,3.5584674,-2.93177,1000.4365,0,0
4.88,-8.48488,3.496502200000001,-3.0075214,1000.4621599999999,0,0
4.92,-8.599604,3.4440703,-3.2584453,1000.4467,0,0
4.96,-8.509311,3.4965153,-3.0975237,1000.4466,0,0
5.0,-8.566697,3.4440839999999997,-3.1448702999999996,1000.419,0,0
5.04,-8.643201,3.5632483999999995,-3.1354039,1000.4416,0,0
5.08,-8.504614,3.6490474,-3.0454527999999996,1000.42163,0,0
5.12,-8.413825,3.6824142999999996,-3.0833304,1000.42664,0,0
5.16,-8.643283,3.5870830000000002,-3.1685522,1000.4644,0,0
5.2,-8.523817,3.5108192000000003,-3.0833356,1000.45166,0,0
5.24,-8.495166000000001,3.6252172,-3.1070104,1000.4518,0,0
5.28,-8.428275,3.6871831,-3.0501997000000003,1000.4644,0,0
5.32,-8.495219,3.5680199999999997,-3.116484,1000.43427,0,0
5.36,-8.332734,3.7062504,-2.9981263,1000.4267,0,0
5.4,-8.495274,3.658586,-3.0786138,1000.41364,0,0
5.44,-8.519202,3.8540154,-3.0928195,1000.4213,0,0
5.48,-8.447533,3.7920510000000003,-3.0502124,1000.4643,0,0
5.52,-8.328062,3.7205534,-2.9886675,1000.4695,0,0
5.56,-8.653118,3.6299894,-3.0833583,1000.4239,0,0
5.6,-8.442835,3.7014883000000003,-3.1354392000000004,1000.4467,0,0
5.64,-8.504999,3.7539208,-3.1543791000000003,1000.45166,0,0
5.68,-8.452442999999999,3.772988,-3.0975688,1000.4441,0,0
5.72,-8.399899000000001,3.8730862,-3.0360243,1000.46185,0,0
5.76,-8.304331,3.7682226,-3.0928395,1000.45166,0,0
5.8,-8.471651,3.7825230000000003,-3.1449206000000003,1000.467,0,0
5.84,-8.261367,3.8969212,-2.9224057,1000.4264,0,0
5.88,-8.500382,3.7825242999999995,-2.974487,1000.4187,0,0
5.92,-8.457392,3.7920580000000004,-3.0881152000000003,1000.4568,0,0
5.96,-8.260703999999999,3.8873714999999995,-3.1353934,1000.45685,0,0
6.0,-8.514031,3.796807,-3.0359712000000005,1000.4415,0,0
6.04,3.5291004,6.0227203000000005,7.716119,1000.4984,0,0
6.08,4.7287717,7.3096914,8.241632000000001,1000.5973,0,0
6.12,3.8731232,6.9331355,7.337355599999999,1000.5163,0,0
6.16,4.0307900000000005,7.776818,8.175339,1000.48834,0,0
6.2,4.241041,7.424094,10.4762535,1000.55896,0,0
6.24,5.297314599999999,8.453672000000001,9.614587,1000.55615,0,0
6.28,5.8230333,9.602414,8.071164999999999,1000.5057400000001,0,0
6.32,6.0189379999999995,9.640547999999999,7.280514,1000.4547,0,0
6.36,7.036977,9.6596155,10.873921000000001,1000.4880400000001,0,0
6.4,6.5684960000000014,8.777804,7.5645666,1000.4192,0,0
6.44,5.564671,7.1476425999999975,5.793893,1000.36597,0,0
6.48,2.6298077,4.964561499999999,3.3746068,1000.3153,0,0
6.52,1.0954469999999998,3.2343025,2.9201,1000.3456,0,0
6.56,-3.7417898000000003,0.9558903,2.181526,1000.3760000000001,0,0
6.6,-7.0446978000000025,0.26950753,-0.89584297,1000.3710000000001,0,0
6.64,-9.13831,0.30764145,-1.0047398,1000.3885,0,0
6.68,-10.448024,-0.12611403,-2.6239102,1000.39355,0,0
6.72,-9.845853,1.0178616,-3.1210306,1000.3910000000001,0,0
6.76,-7.938775,3.3391762000000003,-4.247824700000002,1000.4264,0,0
6.8,-8.794422,3.4583418,-3.8596095999999998,1000.43396,0,0
6.84,-8.474239,3.4392774,-4.849106,1000.4136,0,0
6.88,-9.855661,3.4011464,-5.313082700000002,1000.4844400000001,0,0
6.92,-9.02404,3.110388,-3.8312197,1000.48956,0,0
6.96,-7.7411475,3.4916656,-3.3670737999999996,1000.46924,0,0
7.0,-7.4925820000000005,4.077952,-3.0451328999999996,1000.41614,0,0
7.04,-8.391167999999999,3.1580057,-3.0356627,1000.4563,0,0
7.08,-7.9800906000000005,3.7299922,-3.1114118,1000.46155,0,0
7.12,-7.9609547,3.8110230000000014,-3.8452425000000003,1000.4563,0,0
7.16,-8.395904,3.2056704,-3.6369279999999997,1000.4667400000001,0,0
7.2,-8.491480000000001,3.010241,-4.195585299999999,1000.4945,0,0
7.24,-8.185559,3.4010985000000002,-4.167178,1000.5069,0,0
7.28,-7.205679400000001,4.058882700000002,-3.5375006,1000.5195,0,0
7.32,-7.9274144,3.8014883999999998,-3.300779,1000.4789,0,0
7.36,-8.046897,3.9873837999999995,-3.9872660000000004,1000.4967,0,0
7.4,-7.535442,4.25431,-4.2145166,1000.5346699999999,0,0
7.44,-7.9034705,4.3353415,-4.441766,1000.51685,0,0
7.48,-7.8556557,4.421139,-4.129294399999999,1000.4839,0,0
7.52,-7.8747587,4.4211383,-4.1719027,1000.4712,0,0
7.56,-7.7552476,4.6261,-3.4996154,1000.4406,0,0
7.6,-7.664421000000001,4.6070337,-3.7363345999999997,1000.466,0,0
7.64,-8.027664,4.383005000000002,-3.4143927000000005,1000.4760000000001,0,0
7.68,-8.108907,4.359172,-3.859426,1000.4609,0,0
7.72,-7.9320369999999985,4.5307674,-3.4806720999999996,1000.4811,0,0
7.76,-8.204471,4.292439,-3.5185459000000003,1000.4632,0,0
7.8,-8.00848,4.340104,-3.3575741999999997,1000.4327,0,0
7.84,-7.750355,4.349637,-3.3859792,1000.4657599999999,0,0
7.88,-7.9988899999999985,4.230473,-3.2628833999999998,1000.42523,0,0
7.92,-7.774219500000001,4.4116015,-3.3149599999999997,1000.42523,0,0
7.96,-7.9319377000000015,4.349636,-3.2344737,1000.41,0,0
8.0,-8.154112,4.349692299999999,-3.4051232000000002,1000.41986,0,0
8.04,-8.111163000000001,4.468858,-3.4382703,1000.4399400000001,0,0
8.08,-8.178157,4.387828400000001,-3.4998245000000003,1000.43005,0,0
8.12,-7.924902,4.3878303,-3.2678456000000002,1000.4172,0,0
8.16,-8.259552000000001,3.9874413,-3.3483365,1000.4197,0,0
8.2,-7.9393910000000005,4.2591367,-3.405157,1000.42725,0,0
8.24,-8.29317,4.139975,-3.3720230000000004,1000.42224,0,0
8.28,-8.149847,4.4641023,-3.234732,1000.42474,0,0
8.32,-8.020866,4.4402714,-3.3530986000000005,1000.4296,0,0
8.36,-8.087859,4.244844400000002,-3.1163852000000003,1000.41455,0,0
8.4,-8.331704,4.1971807,-3.3578467000000005,1000.3813,0,0
8.44,-8.131008,4.3258790000000005,-3.1069286,1000.41205,0,0
8.48,-8.178894999999999,3.892125,-3.0122482999999995,1000.4422599999999,0,0
8.52,-8.217208,3.8349278,-2.9980521,1000.4017,0,0
8.56,-8.351111999999999,3.853996,-2.874964,1000.4142,0,0
8.6,-8.571058,3.5108053999999997,-2.6571884,1000.41437,0,0
8.64,-8.351262,3.9969964,-2.8939154,1000.4396,0,0
8.68,-8.7193775,3.8254023,-2.9270625,1000.4497,0,0
8.72,-8.752915,3.6633407999999994,-2.8039753,1000.3966,0,0
8.76,-8.953737,3.6013772000000004,-2.538855,1000.3939999999999,0,0
8.8,-8.461492999999999,3.8444736000000006,-1.9328581999999999,1000.3457599999999,0,0
8.84,-8.456787,4.0208383,-2.3494924999999998,1000.3530000000001,0,0
8.88,-8.236991,4.130470799999999,-2.9270966,1000.39124,0,0
8.92,-8.6529045,4.0971065000000015,-2.5909605,1000.4038,0,0
8.96,-8.705553,4.1257076,-3.0170633999999996,1000.4596,0,0
9.0,-8.484535000000001,4.159045,-2.6429405,1000.4697,0,0
9.04,-8.355507000000001,4.0541816,-2.6760838,1000.429,0,0
9.08,-8.699672999999999,3.84922,-2.5577254000000003,1000.45465,0,0
9.12,-8.613669,3.529862,-2.6666195,1000.4545,0,0
9.16,-8.537219,3.4726638999999997,-2.6902943,1000.5024400000001,0,0
9.2,-8.489446000000001,3.3058349999999996,-2.6050772999999996,1000.5050699999999,0,0
9.24,-8.599408,3.5441635000000002,-2.8228624,1000.45215,0,0
9.28,-8.546858,3.8063245,-2.425175,1000.45215,0,0
9.32,-8.537322999999999,3.9493222,-2.7518507999999997,1000.47974,0,0
9.36,-8.456093,3.9922216,-2.8228695,1000.472,0,0
9.4,-8.355744,3.6490302000000003,-2.6950428,1000.4441,0,0
9.44,-8.685578999999999,3.5918324,-2.8228744999999997,1000.42664,0,0
9.48,-8.695163,3.5870662,-2.8039392999999997,1000.4342,0,0
9.52,-8.556574000000001,3.7824957,-2.761332,1000.41394,0,0
9.56,-8.656972,3.6109002,-2.8796939999999998,1000.4010000000001,0,0
9.6,-8.829072,3.5966012000000003,-3.0454004,1000.43146,0,0
9.64,-8.556649,3.6728668,-2.6382444,1000.4644,0,0
9.68,-8.666611,3.486972,-2.827623,1000.4415,0,0
9.72,-8.962984,3.4345404999999998,-2.7708123,1000.4721,0,0
9.76,-8.523275,3.8015661,-2.7613467999999997,1000.4619,0,0
9.8,-8.556754,3.7491345000000003,-2.94599,1000.4419,0,0
9.84,-8.671499,3.6681037000000014,-2.6950693,1000.4593,0,0
9.88,-8.485111,3.5394072999999997,-2.8086975,1000.43396,0,0
9.92,-8.4469,3.6681051,-2.879716,1000.4593,0,0
9.96,-8.575979,3.6299732000000002,-2.7424207000000003,1000.44147,0,0
10.0,-8.503825,3.963621,-2.8938797000000003,1000.439,0,0
10.04,-8.532513,3.8539903,-2.8749428,1000.44916,0,0
10.08,-8.508622,3.7157602,-2.8891466,1000.4391,0,0
10.12,-8.45605,3.5965964999999995,-2.8276,1000.4162,0,0
10.16,-8.585114,3.7062269999999997,-2.889148,1000.439,0,0
10.2,-8.647259,3.5918307,-2.9459615,1000.4543,0,0
10.24,-8.393936,3.825392,-2.8418055,1000.44916,0,0
10.28,-8.470419999999999,3.8730574,-2.9980414,1000.439,0,0
10.32,-8.5230055,3.839692,-2.85601,1000.4010000000001,0,0
10.36,-8.389178999999999,3.7777267,-2.8702137000000003,1000.41394,0,0
10.4,-8.661635,3.5775318,-2.8654802000000004,1000.4237699999999,0,0
10.44,-8.561266999999999,3.6442637,-2.9175593999999996,1000.4162,0,0
10.48,-8.503917,3.6156639999999998,-2.8607473,1000.4466,0,0
10.52,-8.542163,3.720529,-3.1069367000000003,1000.42395,0,0
10.56,-8.54695,3.5346332,-2.8938892000000003,1000.4213,0,0
10.6,-8.5326185,3.6633303,-3.0311875,1000.4466,0,0
10.64,-8.566084,3.5870657,-3.0311882000000003,1000.4365,0,0
10.68,-8.647348,3.6156650000000004,-3.0501266,1000.4289,0,0
10.72,-8.566099000000001,3.6394982000000002,-3.1448153999999997,1000.3988,0,0
10.76,-8.49441,3.5870662,-3.1353473999999997,1000.4393,0,0
10.8,-8.67127,3.5012686,-3.0927386,1000.41394,0,0
10.84,-8.417947999999999,3.5918334,-3.1116770000000002,1000.4162,0,0
10.88,-8.484872,3.5584674,-2.93177,1000.4365,0,0
10.92,-8.48488,3.496502200000001,-3.0075214,1000.4621599999999,0,0
10.96,-8.599604,3.4440703,-3.2584453,1000.4467,0,0
11.0,-8.509311,3.4965153,-3.0975237,1000.4466,0,0
11.04,-8.566697,3.4440839999999997,-3.1448702999999996,1000.419,0,0
11.08,-8.643201,3.5632483999999995,-3.1354039,1000.4416,0,0
11.12,-8.504614,3.6490474,-3.0454527999999996,1000.42163,0,0
11.16,-8.413825,3.6824142999999996,-3.0833304,1000.42664,0,0
11.2,-8.643283,3.5870830000000002,-3.1685522,1000.4644,0,0
