Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Type
0.0,-7.5616937,6.4655809999999985,-0.5154116,1000.42834,0.020706374503461758,3.6015420239999996,0,0
0.02,2.1350543,7.3667307,7.257471000000002,1000.4513,0.06087500285786116,10.37252368512,0,0
0.04,1.7526778000000005,6.9282080000000015,7.768787400000001,1000.4791,0.11808877842990236,19.919746755619194,0,0
0.06,1.7526839,6.613614599999999,8.090728,1000.4234,0.1902407763991512,31.88548621239205,0,0
0.08,2.460102,7.0330714999999975,7.934492999999999,1000.39056,0.27593242681638663,45.94503186203194,0,0
0.1,2.369295,7.1474686,8.194885000000001,1000.4134,0.3737875320098524,61.80413252335043,0,0
0.12,2.899861,8.076947,8.942923,1000.4133,0.4846680272424446,79.19622687060739,0,0
0.14,3.9753242,9.092225,10.770404,1000.5526,0.61133609973033,97.88076437910944,0,0
0.16,4.419853,9.006426,11.764628,1000.5147,0.7531952758158369,117.63990388985708,0,0
0.18,5.3901615,9.163722,10.031837,1000.4133,0.9062120237990742,138.27706378755016,0,0
0.2,6.518201,9.035025,11.954006,1000.2764,1.0721186646858878,159.6152558835166,0,0
0.22,6.508648,6.184623200000001,11.598927,1000.29175,1.2453407945308452,181.49611779833188,0,0
0.24,1.3416898000000002,3.8204112,6.0880804,1000.3347,1.4091136449785788,203.7778662821886,0,0
0.26,-1.0195256,1.732659,3.7114103,1000.2562,1.5575235293186618,226.33334124390862,0,0
0.28,-4.4514174,0.5505528000000001,3.67827,1000.28143,1.6951079066415793,249.04957203960632,0,0
0.30000000000000004,-7.955006599999999,0.05483058,1.4862412,1000.2842,1.8273957247699133,271.8260782313422,0,0
0.32,-9.6327095,0.28839174,-0.024033196,1000.27155,1.957736860079493,294.5738028007272,0,0
0.34,-9.661381,0.93187666,-0.43119124,1000.3447,2.0860523277828213,317.2144674601531,0,0
0.36000000000000004,-10.46916,1.7612575,-1.2597114,1000.27655,2.2141424006911525,339.6787822503653,0,0
0.38,-9.250304,2.9767294,-3.404396,1000.2842,2.340752854996608,361.9064303028955,0,0
0.4,-8.265656,3.9300408,-1.7710258999999997,1000.29913,2.4635749051825067,383.8449938410208,0,0
0.42,-8.456841,4.630724,-1.6195242,1000.32715,2.5835521692319285,405.44924434548057,0,0
0.44,-7.701625999999999,5.464871,-3.063517,1000.35754,2.7008982326015465,426.6804299555775,0,0
0.46,-7.6586,4.9882154000000005,-2.7226392999999995,1000.3449,2.8146837008181667,447.5054976528192,0,0
0.48,-8.346883,5.05018,-2.1403067000000005,1000.3449,2.9258508835841965,467.8967493185517,0,0
0.5,-7.8834867,5.4839435,-2.1261258,1000.37537,3.0339885168443166,487.83138232484595,0,0
0.52,-7.940847,5.493476,-2.6800513,1000.3829,3.139444575635552,507.29080951283834,0,0
0.54,-8.619581,4.9691550000000015,-2.5427537,1000.36536,3.242667559239787,526.2602277579023,0,0
0.56,-8.442731,4.5449314,-2.2586896,1000.3778,3.3426762376729267,544.7284289793122,0,0
0.5800000000000001,-7.9886527,4.7689595,-2.1545330000000003,1000.3803,3.438859688988825,562.6872783142244,0,0
0.6,-7.9169583,4.697461,-1.7805151999999995,1000.3904,3.5309557210806184,580.1314488246218,0,0
0.62,-8.251546000000001,4.7594265999999985,-2.334441,1000.3651,3.620005127709752,597.05795903184,0,0
0.64,-8.050797,4.706995,-2.4385982000000004,1000.3726,3.705692266852104,613.4661561584236,0,0
0.66,-8.261111,4.802325700000001,-2.320238,1000.3449,3.788502849985774,629.3572026173024,0,0
0.68,-8.557461,4.7737265,-1.894142,1000.38794,3.8687793338772054,644.7342419229458,0,0
0.7000000000000001,-7.797475,5.274215,-2.5853653,1000.3803,3.946074543471124,659.6017196624892,0,0
0.72,-8.825134,4.7784934,-2.19241,1000.36505,4.021517651375618,673.965370982365,0,0
0.74,-8.213322999999999,4.792793,-2.2539573,1000.3802,4.094014339862923,687.8321866730706,0,0
0.76,-8.237224000000001,4.883358,-1.9888312,1000.3701,4.163661958020566,701.2100415053552,0,0
0.78,-7.7783656,5.0930867,-1.6479541000000002,1000.38293,4.229838997425066,714.1077364337427,0,0
0.8,-7.649313999999999,5.383846299999999,-1.6526887,1000.36755,4.292828711183182,726.5346750013043,0,0
0.8200000000000001,-7.501142,5.1312190000000015,-2.0409102,1000.3702,4.352392280481009,738.5009258095968,0,0
0.84,-8.218115,4.897658,-2.187677,1000.3777,4.409751609584767,750.0170614108896,0,0
0.86,-8.638741,4.8118596,-2.149802,1000.38776,4.465592111352171,761.0940533431128,0,0
0.88,-7.940892,4.945323,-2.452804,1000.3854,4.518957657178729,771.7431322623896,0,0
0.9,-8.299379,4.878591,-2.1261303,1000.35754,4.570334846517166,781.9756702633185,0,0
0.92,-8.151208,4.7594275,-2.5758991,1000.3677,4.61961450019671,791.8033521479912,0,0
0.94,-7.964797999999999,4.9310236,-2.5806336,1000.3879,4.666723001823305,801.2379962335555,0,0
0.96,-8.246808999999999,4.8023267,-2.2255535,1000.4005,4.711915228457569,810.2914327611188,0,0
0.98,-8.27549,4.807093599999999,-2.4622740000000003,1000.3904,4.755423615560323,818.975405558934,0,0
1.0,-8.122257000000001,5.074013,-2.5237956,1000.35754,4.797332863500415,827.3015396070713,0,0
1.02,-8.131807,4.797553,-1.8657128,1000.3778,4.837096834275356,835.2815861894197,0,0
1.04,-8.222614,4.6974554,-1.9414622,1000.3879,4.8749107668003475,842.9271380793011,0,0
1.06,-8.12701,4.902417,-2.1971195,1000.3854,4.911022139369775,850.2495974721147,0,0
