Timestamp,Ax,Ay,Az,P,LPFRMSAcc,LPFPValue,Value,Type
0.0,3.1374419,-4.5129395,8.861363,1004.1030000000001,0.0216732676198352,3.6147708,0,0
0.02,2.8936691000000003,-4.703602,8.818754,1004.1839,0.06237248804235914,10.410831144,0,0
0.04,2.955804,-4.560605000000002,7.93342,1004.1661,0.1180970794193156,19.99334903184,0,0
0.06,2.9414625,-4.65117,8.4400015,1004.1560000000001,0.18785207430635484,32.00344738102079,0,0
0.08,2.93668,-4.613036599999999,7.9050136,1004.2018,0.2687897998428099,46.11548435178527,0,0
0.1,3.1613283,-4.551071599999998,8.080186,1004.1762,0.3597029452965792,62.03389879548632,0,0
0.12,3.3333988,-4.574904,8.463674000000001,1004.18896,0.4599019584004499,79.49116801827684,0,0
0.14,2.821957,-4.665468700000001,8.013904,1004.19135,0.5669285150853498,98.24533175866873,0,0
0.16,3.0657248,-4.47004,8.11806,1004.1712,0.6797447026463005,118.07784396534778,0,0
0.18,2.802833,-4.698834400000001,8.312171000000001,1004.1485,0.7976652613289109,138.79170611289413,0,0
0.2,3.3190491,-4.679768599999999,8.198545,1004.1485,0.9197866429465122,160.20975916445968,0,0
0.22,2.9605618,-4.879964,7.800855,1004.1737699999999,1.0444723490027967,182.1730212798309,0,0
0.24,3.4528790000000003,-5.089691999999999,8.392655,1004.1611300000001,1.1725109219038168,204.5389168763656,0,0
0.26,3.3907387000000004,-5.204089,7.5215244000000006,1004.1866,1.3016994018728003,227.18015388470866,0,0
0.28,3.8065794000000004,-5.084925,8.004435,1004.20654,1.4324029525482047,249.98324589529568,0,0
0.30000000000000004,3.6392837,-5.16119,8.160669,1004.2141,1.5641832984799844,272.8472890706273,0,0
0.32,3.7970144999999995,-5.003894,7.6493525999999985,1004.1789,1.6955657978262884,295.682751419696,0,0
0.34,3.2760136,-5.361385299999999,7.336882000000001,1004.2091,1.8256282972378328,318.41086080622233,0,0
0.36000000000000004,4.3227882000000015,-4.7274337,7.6635556,1004.1813,1.9547394552780903,340.96219184125437,0,0
0.38,3.8121517,-5.046812,7.1144380000000025,1004.199,2.0815706116104264,363.2762004531803,0,0
0.4,3.9460151,-5.323273,8.312244,1004.19385,2.2082394736639093,385.3001620010466,0,0
0.42,3.9364831,-5.1802779999999995,7.1144433000000005,1004.1863,2.3322526017641727,406.9885245215375,0,0
